id,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang,familyName,firstName,iso_country
7492,VINE Cortnee,VINE C,Cortnee VINE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,09/04/1998,"SHEPPARTON, VIC",Australia,,United States,English,VINE,Cortnee,AU
7493,CARPENTER Ellie,CARPENTER E,Ellie CARPENTER,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,28/04/2000,"COWRA, NSW",Australia,,France,"English, French",CARPENTER,Ellie,AU
7494,van EGMOND Emily,van EGMOND E,Emily van EGMOND,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,12/07/1993,"NEWCASTLE, NSW",Australia,,,English,EGMOND,van Emily,AU
7495,RASO Hayley,RASO H,Hayley RASO,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,05/09/1994,"BRISBANE, QLD",Australia,,,English,RASO,Hayley,AU
7496,TORPEY Kaitlyn,TORPEY K,Kaitlyn TORPEY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,17/03/2000,SOUTH BRISBANE,Australia,,United States,English,TORPEY,Kaitlyn,AU
7497,GORRY Katrina,GORRY K,Katrina GORRY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,13/08/1992,"BRISBANE, QLD",Australia,,Great Britain,English,GORRY,Katrina,AU
7498,COONEY-CROSS Kyra,COONEY-CROSS K,Kyra COONEY-CROSS,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,15/02/2002,"HERSTON, QLD",Australia,,,English,COONEY-CROSS,Kyra,AU
7499,ARNOLD Mackenzie,ARNOLD M,Mackenzie ARNOLD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,25/02/1994,"GOLD COAST, QLD",Australia,,,English,ARNOLD,Mackenzie,AU
7500,FOWLER Mary,FOWLER M,Mary FOWLER,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,14/02/2003,"CAIRNS, QLD",Australia,,,"Dutch, English, French",FOWLER,Mary,AU
7501,HEYMAN Michelle,HEYMAN M,Michelle HEYMAN,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,04/07/1988,"SHELLHARBOUR, NSW",Australia,,,English,HEYMAN,Michelle,AU
7502,FREIER Sharn,FREIER S,Sharn FREIER,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,24/07/2001,,,,,English,FREIER,Sharn,
7503,CATLEY Steph,CATLEY S,Steph CATLEY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,26/01/1994,"EAST MELBOURNE, VIC",Australia,LONDON,Great Britain,English,CATLEY,Steph,AU
7504,YALLOP Tameka,YALLOP T,Tameka YALLOP,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,16/06/1991,"ORANGE, NSW",Australia,"GOLD COAST, QLD",Australia,English,YALLOP,Tameka,AU
7505,MICAH Teagan,MICAH T,Teagan MICAH,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,20/10/1997,"MOE, VIC",Australia,,,English,MICAH,Teagan,AU
7506,ARUNA Quadri,ARUNA Q,Quadri ARUNA,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,09/08/1988,OYO,Nigeria,MADALENA,Portugal,English,ARUNA,Quadri,NG
7507,OMOTAYO Olajide,OMOTAYO O,Olajide OMOTAYO,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,06/07/1995,LAGOS,Nigeria,,Italy,English,OMOTAYO,Olajide,NG
7508,de LANGE Nicolaas Johannes,de LANGE NJ,Nicolaas Johannes de LANGE,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,23/08/2001,,,,,English,LANGE,de Nicolaas Johannes,
7509,VALE Antonio,VALE A,Antonio VALE,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,03/04/1982,,,,,,VALE,Antonio,
7510,SEABRA Duarte,SEABRA D,Duarte SEABRA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,12/11/1985,VALADA,Portugal,VALADA,Portugal,Portugese,SEABRA,Duarte,PT
7511,MOREIRA Joao Pedro,MOREIRA JP,Joao Pedro MOREIRA,Male,Alternate Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,04/09/1985,LISBON,Portugal,M?NSTER,Germany,"English, German, Portuguese",MOREIRA,Joao Pedro,PT
7512,CAETANO Maria,CAETANO M,Maria CAETANO,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,07/11/1986,MONFORTE,Portugal,MONFORTE,Portugal,"English, Portuguese, Spanish",CAETANO,Maria,PT
7513,DUARTE Rita Ralao,DUARTE RR,Rita Ralao DUARTE,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,16/05/1993,,Portugal,,Portugal,"English, Portuguese",DUARTE,Rita Ralao,PT
7514,EDEM Offiong,EDEM O,Offiong EDEM,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,31/12/1986,CALABAR,Nigeria,CALABAR,Nigeria,English,EDEM,Offiong,NG
7515,SCOTT Breanna,SCOTT B,Breanna SCOTT,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,12/12/2001,SINGAPORE,Singapore,,Australia,English,SCOTT,Breanna,SG
7516,WHITEHEAD Emily,WHITEHEAD E,Emily WHITEHEAD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,11/12/2000,"MORNINGTON, VIC",Australia,,Australia,English,WHITEHEAD,Emily,AU
7517,MOORE Jesse,MOORE J,Jesse MOORE,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,13/02/2003,ASHFORD,Australia,CANBERRA,Australia,English,MOORE,Jesse,AU
7518,McDONALD Kate,McDONALD K,Kate MCDONALD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,01/08/2000,"EAST MELBOURNE, VIC",Australia,,Australia,English,,McDONALD Kate,AU
7519,PASS Ruby,PASS R,Ruby PASS,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,17/05/2007,"FIGTREE, NSW",Australia,"BRISBANE, QLD",Australia,English,PASS,Ruby,AU
7520,RUGOVAC Denis,RUGOVAC D,Denis RUGOVAC,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,03/04/1993,PLZEN,Czechia,PLZEN,Czechia,"Czech, English",RUGOVAC,Denis,CZ
7521,VONES Jan,VONES J,Jan VONES,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,30/12/2000,RUDIKOV,Czechia,RUDIKOV,Czechia,"Czech, English",VONES,Jan,CZ
7522,LOYOLA Neisser,LOYOLA N,Neisser LOYOLA,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,28/07/1998,CIENFUEGOS,Cuba,ARLON,Belgium,"French, Spanish",LOYOLA,Neisser,CU
7523,DOHMEN John-John,DOHMEN JJ,John-John DOHMEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,24/01/1988,ANDERLECHT,Belgium,ITTRE,Belgium,"English., French",DOHMEN,John-John,BE
7524,BERGS Zizou,BERGS Z,Zizou BERGS,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,03/06/1999,LOMMEL,Belgium,,,"Dutch, English, French",BERGS,Zizou,BE
7525,ALLEGRO Martin,ALLEGRO M,Martin ALLEGRO,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,29/04/1996,,,LIEGE,Belgium,German,ALLEGRO,Martin,
7526,BELLO Fatimo,BELLO F,Fatimo BELLO,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,27/11/1997,,,,,,BELLO,Fatimo,
7527,IRAWAN Eko,IRAWAN E,Eko IRAWAN,Male,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,24/07/1989,METRO,Indonesia,BEKASI,Indonesia,"English, Indonesian",IRAWAN,Eko,ID
7528,KIROI-BOGATYREVA Alexandra,KIROI-BOGATYREVA A,Alexandra KIROI-BOGATYREVA,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,04/03/2002,WELLINGTON,New Zealand,,Australia,"English, Russian",KIROI-BOGATYREVA,Alexandra,NZ
7529,FRROKU Emmanouela,FRROKU E,Emmanouela FRROKU,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,31/07/2007,AMAROUSIO,Greece,,Australia,English,FRROKU,Emmanouela,GR
7530,WEINTRAUB Jessica,WEINTRAUB J,Jessica WEINTRAUB,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,20/03/2007,"EAST ST. KILDA, VIC",Australia,"BRISBANE, QLD",Australia,,WEINTRAUB,Jessica,AU
7531,IAKOVLEVA Lidiia,IAKOVLEVA L,Lidiia IAKOVLEVA,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,28/08/2003,PETROZAVODSK,Russian Federation,,Australia,"English, Russian",IAKOVLEVA,Lidiia,RU
7532,LEARMONT Phoebe,LEARMONT P,Phoebe LEARMONT,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,23/06/2005,"IPSWICH, QLD",Australia,,Australia,English,LEARMONT,Phoebe,AU
7533,BROEDELET Saskia,BROEDELET S,Saskia BROEDELET,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,20/02/2004,"AUCHENFLOWER, QLD",Australia,"BRISBANE, QLD",Australia,English,BROEDELET,Saskia,AU
7534,GREEN Hannah,GREEN H,Hannah GREEN,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,20/12/1996,"PERTH, WA",Australia,"PERTH, WA",Australia,English,GREEN,Hannah,AU
7535,DAY Jason,DAY J,Jason DAY,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,12/11/1987,"BEAUDESERT, QLD",Australia,"COLUMBUS, OH",United States,English,DAY,Jason,AU
7536,LEE Minjee,LEE M,Minjee LEE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,27/05/1996,"PERTH, WA",Australia,"PERTH, WA",Australia,English,LEE,Minjee,AU
7537,LEE Min Woo,LEE MW,Min Woo LEE,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,27/07/1998,"PERTH, WA",Australia,"PERTH, WA",Australia,English,LEE,Min Woo,AU
7538,JUNIANSYAH Rizki,JUNIANSYAH R,Rizki JUNIANSYAH,Male,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,17/06/2003,SERANG,Indonesia,,,Indonesian,JUNIANSYAH,Rizki,ID
7539,GRILLO Beppe,GRILLO B,Beppe GRILLO,Male,Athlete,MLT,Malta,Malta,Malta,Malta,MLT,25/06/2003,,,,,English,GRILLO,Beppe,
7540,JAOUADI Ahmed,JAOUADI A,Ahmed JAOUADI,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,30/05/2005,,Tunisia,MARTIGUES,France,"English, French",JAOUADI,Ahmed,TN
7541,OLUOCH Veronica Adhiambo,OLUOCH VA,ADHIAMBO,Female,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,05/06/1999,UGENYA,Kenya,,,English,OLUOCH,Veronica Adhiambo,KE
7542,BIELIAUSKAS Giedrius,BIELIAUSKAS G,Giedrius BIELIAUSKAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,27/07/1997,KAUNAS,Lithuania,KAUNAS,Lithuania,Lithuanian,BIELIAUSKAS,Giedrius,LT
7543,ADOMAVICIUTE Ieva,ADOMAVICIUTE I,Ieva ADOMAVICIUTE,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,03/12/1994,KAUNAS,Lithuania,KAUNAS,Lithuania,"English, Lithuanian",ADOMAVICIUTE,Ieva,LT
7544,KRALIKAITE Kamile,KRALIKAITE K,Kamile KRALIKAITE,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,29/06/2001,KAISIADORYS,Lithuania,VILNIUS,Lithuania,Lithuanian,KRALIKAITE,Kamile,LT
7545,SENKUTE Viktorija,SENKUTE V,Viktorija SENKUTE,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,12/04/1996,TRAKAI,Lithuania,VILNIUS,Lithuania,"English, Lithuanian",SENKUTE,Viktorija,LT
7546,BAENA Alex,BAENA A,Alex BAENA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,20/07/2001,ROQUETAS DE MAR,Spain,,Spain,,BAENA,Alex,ES
7547,BARRIOS Pablo,BARRIOS P,Pablo BARRIOS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,15/06/2003,MADRID,Spain,MADRID,Spain,Spanish,BARRIOS,Pablo,ES
7548,BERNABE Adrian,BERNABE A,Adrian BERNABE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,26/05/2001,BARCELONA,Spain,,Italy,"Italian, Spanish",BERNABE,Adrian,ES
7549,CAMELLO Sergio,CAMELLO S,Sergio CAMELLO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,10/02/2001,MADRID,Spain,,,Spanish,CAMELLO,Sergio,ES
7550,CUBARSI Pau,CUBARSI P,Pau CUBARSI,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,22/01/2007,ESTANYOL,Spain,BARCELONA,Spain,Spanish,CUBARSI,Pau,ES
7551,GARCIA Eric,GARCIA E,Eric GARCIA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,09/01/2001,MARTORELL,Spain,,Spain,"English, Spanish",GARCIA,Eric,ES
7552,GARCIA Joan,GARCIA J,Joan GARCIA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,04/05/2001,SALLENT DE LLOBREGAT,Spain,,Spain,Spanish,GARCIA,Joan,ES
7553,GOMEZ Sergio,GOMEZ S,Sergio GOMEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,04/09/2000,BADALONA,Spain,,Great Britain,"English, Spanish",GOMEZ,Sergio,ES
7554,GUTIERREZ Miguel,GUTIERREZ M,Miguel GUTIERREZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,27/07/2001,MADRID,Spain,,Spain,Spanish,GUTIERREZ,Miguel,ES
7555,ITURBE Alejandro,ITURBE A,Alejandro ITURBE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,02/09/2003,MADRID,Spain,,Spain,Spanish,ITURBE,Alejandro,ES
7556,POLACZYK Mateusz,POLACZYK M,Mateusz POLACZYK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,22/01/1988,LIMANOWA,Poland,,,Polish,POLACZYK,Mateusz,PL
7557,HEDWIG Grzegorz,HEDWIG G,Grzegorz HEDWIG,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,17/07/1988,NOWY SACZ,Poland,NOWY SACZ,Poland,"English, Polish",HEDWIG,Grzegorz,PL
7558,ZWOLINSKA Klaudia,ZWOLINSKA K,Klaudia ZWOLINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,18/12/1998,NOWY SACZ,Poland,NOWY SACZ,Poland,"English, Polish",ZWOLINSKA,Klaudia,PL
7559,FIADANANTSOA Sidonie,FIADANANTSOA S,Sidonie FIADANANTSOA,Female,Athlete,MAD,Madagascar,Madagascar,Madagascar,Madagascar,MAD,30/04/1999,SIRAMA-AMBILOBE,Madagascar,ANTANANARIVO,Madagascar,"French, Malagasy",FIADANANTSOA,Sidonie,MG
7560,GATT Sasha,GATT S,Sasha GATT,Female,Athlete,MLT,Malta,Malta,Malta,Malta,MLT,22/06/2005,,,,Malta,English,GATT,Sasha,
7561,LOPEZ Fermin,LOPEZ F,Fermin LOPEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,11/05/2003,EL CAMPILLO,Spain,,Spain,Spanish,LOPEZ,Fermin,ES
7562,LOPEZ Diego,LOPEZ D,Diego LOPEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,13/05/2002,TURON,Spain,,Spain,Spanish,LOPEZ,Diego,ES
7563,MIRANDA Juan,MIRANDA J,Juan MIRANDA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,19/01/2000,OLIVARES,Spain,,Spain,Spanish,MIRANDA,Juan,ES
7564,MOSQUERA Cristhian,MOSQUERA C,Cristhian MOSQUERA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,27/06/2004,ALICANTE,Spain,PATERNA,Spain,Spanish,MOSQUERA,Cristhian,ES
7565,OMORODION Samu,OMORODION S,Samu OMORODION,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,05/05/2004,MELILLA,Spain,,Spain,"English, Spanish",OMORODION,Samu,ES
7566,OROZ Aimar,OROZ A,Aimar OROZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,27/11/2001,,,,,Spanish,OROZ,Aimar,
7567,PACHECO Jon,PACHECO J,Jon PACHECO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,08/01/2001,ELIZONDO,Spain,,Spain,Spanish,PACHECO,Jon,ES
7568,PUBILL Marc,PUBILL M,Marc PUBILL,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,20/06/2003,TERRASSA,Spain,,Spain,Spanish,PUBILL,Marc,ES
7569,RUIZ Abel,RUIZ A,Abel RUIZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,28/01/2000,ALMUSSAFES,Spain,,Spain,Spanish,RUIZ,Abel,ES
7570,SANCHEZ Juanlu,SANCHEZ J,Juanlu SANCHEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,15/08/2003,,,,,Spanish,SANCHEZ,Juanlu,
7571,TENAS Arnau,TENAS A,Arnau TENAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,30/05/2001,VIC,Spain,,France,"French, Spanish",TENAS,Arnau,ES
7572,TURRIENTES Benat,TURRIENTES B,Benat TURRIENTES,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,31/01/2002,BEASAIN,Spain,,Spain,Spanish,TURRIENTES,Benat,ES
7573,BEN HNIA Karem,BEN HNIA K,Karem BEN HNIA,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,13/11/1994,MONASTIR,Tunisia,TUNIS,Tunisia,"Arabic, Bulgarian, English, French",BEN HNIA,Karem,TN
7574,LOUDA Jan,LOUDA J,Jan LOUDA,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,25/04/1999,PLZEN,Czechia,PLZEN,Czechia,,LOUDA,Jan,CZ
7575,MENDREK Adam,MENDREK A,Adam MENDREK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,14/11/1995,CESKY TESIN,Czechia,BRNO,Czechia,"Czech, English, Polish",MENDREK,Adam,CZ
7576,KRAL Ondrej,KRAL O,Ondrej KRAL,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,15/04/1999,MOST,Czechia,MOST,Czechia,"Czech, English",KRAL,Ondrej,CZ
7577,SVABIKOVA Tereza,SVABIKOVA T,Tereza SVABIKOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,14/05/2000,OSTRAVA,Czechia,KLIMKOVICE,Czechia,"Czech, English",SVABIKOVA,Tereza,CZ
7578,LACIS Francis,LACIS F,Francis LACIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,22/02/1999,,,RIGA,Latvia,"English, Latvian",LACIS,Francis,
7579,LASMANIS Karlis,LASMANIS K,Karlis LASMANIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,08/04/1994,VENTSPILS,Latvia,LIEPAJA,Latvia,"English, Latvian, Russian",LASMANIS,Karlis,LV
7580,MIEZIS Nauris,MIEZIS N,Nauris MIEZIS,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,31/03/1991,KEKAVA,Latvia,,,"English, Latvian, Latvian Sign Language",MIEZIS,Nauris,LV
7581,RAIMO Zigmars,RAIMO Z,Zigmars RAIMO,Male,Athlete,LAT,Latvia,Latvia,Latvia,Latvia,LAT,14/11/1997,MADONA,Latvia,,,"English, Latvian",RAIMO,Zigmars,LV
7582,RYBANSKA Natasa,RYBANSKA N,Natasa RYBANSKA,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,10/04/2000,PIEST'ANY,Slovakia,,,"English, Hungarian, Slovak",RYBANSKA,Natasa,SK
7583,GLAZUNOW Wiktor,GLAZUNOW W,Wiktor GLAZUNOW,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,24/10/1993,,,GORZOW WIELKOPOLSKI,Poland,Polish,GLAZUNOW,Wiktor,
7584,BOROWSKA Dorota,BOROWSKA D,Dorota BOROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,22/02/1996,NOWY DWOR MAZOWIECKI,Poland,NOWY DWOR MAZOWIECKI,Poland,"English, Polish",BOROWSKA,Dorota,PL
7585,STEPUN Jakub,STEPUN J,Jakub STEPUN,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,30/08/2001,TRZCIANKA,Poland,,,Polish,STEPUN,Jakub,PL
7586,KAKOL Adrianna,KAKOL A,Adrianna KAKOL,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,09/09/2001,CHOLERZYN,Poland,KRAKOW,Poland,Polish,KAKOL,Adrianna,PL
7587,PUTTO Dominika,PUTTO D,Dominika PUTTO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,29/12/1995,MRAGOWO,Poland,BYDGOSZCZ,Poland,Polish,PUTTO,Dominika,PL
7588,WISNIEWSKA Helena,WISNIEWSKA H,Helena WISNIEWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,18/04/1999,ILAWA,Poland,BYDGOSZCZ,Poland,"English, Polish",WISNIEWSKA,Helena,PL
7589,NAJA Karolina,NAJA K,Karolina NAJA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,05/02/1990,TYCHY,Poland,,Poland,Polish,NAJA,Karolina,PL
7590,PULAWSKA Anna,PULAWSKA A,Anna PULAWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,07/02/1996,MRAGOWO,Poland,POZNAN,Poland,"English, Polish",PULAWSKA,Anna,PL
7591,SZCZERBINSKA Sylwia,SZCZERBINSKA S,Sylwia SZCZERBINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,11/10/1997,BIALYSTOK,Poland,BIALYSTOK,Poland,Polish,SZCZERBINSKA,Sylwia,PL
7592,KORSAK Przemyslaw,KORSAK P,Przemyslaw KORSAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,08/04/1999,GORZOW WIELKOPOLSKI,Poland,,,Polish,KORSAK,Przemyslaw,PL
7593,KLATT Martyna,KLATT M,Martyna KLATT,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,04/02/1999,POZNAN,Poland,POZNAN,Poland,Polish,KLATT,Martyna,PL
7594,CINK Ondrej,CINK O,Ondrej CINK,Male,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,07/12/1990,ROKYCANY,Czechia,PRAGUE,Czechia,"Czech, English",CINK,Ondrej,CZ
7595,HOLUBOVA Adela,HOLUBOVA A,Adela HOLUBOVA,Female,Athlete,CZE,Czechia,Czechia,Czechia,Czechia,CZE,27/08/2002,PILSEN,Czechia,TOUSKOV,Czechia,Czech,HOLUBOVA,Adela,CZ
7596,SZILAGYI Dorottya,SZILAGYI D,Dorottya SZILAGYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,10/11/1996,EGER,Hungary,,,"English, Hungarian",SZILAGYI,Dorottya,HU
7597,VALYI Vanda,VALYI V,Vanda VALYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,13/08/1999,EGER,Hungary,,,Hungarian,VALYI,Vanda,HU
7598,VAMOS Marton,VAMOS M,Marton VAMOS,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,24/06/1992,BUDAPEST,Hungary,,,Hungarian,VAMOS,Marton,HU
7599,VARGA Denes,VARGA D,Denes VARGA,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,29/03/1987,BUDAPEST,Hungary,,,"English, Hungarian",VARGA,Denes,HU
7600,ABDI Bashir,ABDI B,Bashir ABDI,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,10/02/1989,MOGADISHU,Somalia,GHENT,Belgium,"Dutch, English, Somali",ABDI,Bashir,SO
7601,STUYVEN Jasper,STUYVEN J,Jasper STUYVEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,17/04/1992,LEUVEN,Belgium,MONACO,Monaco,"English, Flemish",STUYVEN,Jasper,BE
7602,Van DUYSEN Hannes,Van DUYSEN H,Hannes Van DUYSEN,Male,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,04/09/2004,VINDERHOUTE,Belgium,,Belgium,"Dutch, English",DUYSEN,Van Hannes,BE
7603,VIGVARI Vince Pal,VIGVARI VP,Vince Pal VIGVARI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,23/06/2003,BUDAPEST,Hungary,,,Hungarian,VIGVARI,Vince Pal,HU
7604,VOGEL Soma,VOGEL S,Soma VOGEL,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,07/07/1997,BUDAPEST,Hungary,,,Hungarian,VOGEL,Soma,HU
7605,ZALANKI Gergo,ZALANKI G,Gergo ZALANKI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,26/02/1995,EGER,Hungary,,,"English, Hungarian",ZALANKI,Gergo,HU
7606,ALI EL GABRY,ALI EL GABRY,ALI EL GABRY,Male,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,14/02/2001,,Egypt,,Egypt,Arabic,ALI EL GABRY,,EG
7607,HEREDIA Laura,HEREDIA L,Laura HEREDIA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,31/01/2000,BARCELONA,Spain,,Spain,"English, Spanish",HEREDIA,Laura,ES
7608,ERDI Maria,ERDI M,Maria ERDI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,18/02/1998,TIHANY,Hungary,BUDAPEST,Hungary,"English, German, Hungarian",ERDI,Maria,HU
7609,VADNAI Jonatan,VADNAI J,Jonatan VADNAI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,27/03/1998,VESZPR?M,Hungary,BALATONF?RED,Hungary,Hungarian,VADNAI,Jonatan,HU
7610,ALVAREZ Anita,ALVAREZ A,Anita ALVAREZ,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,02/12/1996,"AMHERST, NY",United States,"LOS ANGELES, CA",United States,English,ALVAREZ,Anita,US
7611,CZARKOWSKI Jaime,CZARKOWSKI J,Jaime CZARKOWSKI,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,05/12/2003,,Canada,"LOS ANGELES, CA",United States,English,CZARKOWSKI,Jaime,CA
7612,FIELD Megumi,FIELD M,Megumi FIELD,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,15/10/2005,"WILMINGTON, DE",United States,"CERRITOS, CA",United States,English,FIELD,Megumi,US
7613,HUNTER Keana,HUNTER K,Keana HUNTER,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,04/03/2004,,,"LOS ANGELES, CA",United States,English,HUNTER,Keana,
7614,KWON Audrey,KWON A,Audrey KWON,Female,Athlete,USA,United States,United States of America,United States,United States of America,USA,16/06/2006,SEOUL,Korea,,United States,English,KWON,Audrey,KP
